scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,sortino,alpha,sd,beta,sharpe,amc_name,rating,sub_category,returns_1yr,Average_Returns,risk_level_2,risk_level_3,risk_level_4,risk_level_5,risk_level_6,category_Equity,category_Hybrid,category_Other,category_Solution Oriented
Parag Parikh Flexi Cap Fund,1000,1000,0.75,29953.0,10,Rajeev Thakkar,3.06,10.65,14.53,0.7,1.86,PPFAS Mutual Fund,5,Flexi Cap Funds,2.3,17.833333333333332,False,False,False,False,True,True,False,False,False
Parag Parikh Liquid Fund,1000,5000,0.17,1456.0,5,Raj Mehta,0.59,0.87,0.34,0.62,0.13,PPFAS Mutual Fund,1,Liquid Mutual Funds,5.3,4.65,True,False,False,False,False,False,False,False,False
Parag Parikh Tax Saver Fund,1000,500,0.8,1147.0,4,Rajeev Thakkar,4.17,12.64,12.88,0.62,2.11,PPFAS Mutual Fund,5,ELSS Mutual Funds,8.0,20.5,False,False,False,False,True,True,False,False,False
PGIM India Arbitrage Fund,1000,5000,0.33,168.0,9,Utkarsh Katkoria,0.85,1.06,0.7,0.41,0.73,PGIM India Mutual Fund,2,Arbitrage Mutual Funds,5.3,5.0,False,False,False,False,False,False,True,False,False
PGIM India Banking&PSU Debt Fund,1000,5000,0.25,53.0,10,Puneet Pal,2.06,3.87,1.73,1.62,0.99,PGIM India Mutual Fund,3,Banking and PSU Mutual Funds,4.1,5.866666666666667,True,False,False,False,False,False,False,False,False
PGIM India Corporate Bond Fund,1000,5000,0.29,49.0,10,Puneet Pal,2.99,1.95,1.74,0.58,1.21,PGIM India Mutual Fund,4,Corporate Bond Mutual Funds,4.3,6.0,True,False,False,False,False,False,False,False,False
PGIM India Dynamic Bond Fund,1000,5000,0.36,135.0,10,Puneet Pal,0.89,1.08,1.93,0.85,0.68,PGIM India Mutual Fund,3,Dynamic Bond,4.6,5.900000000000001,True,False,False,False,False,False,False,False,False
PGIM India Elss Tax Saver Fund,500,500,1.0,451.0,7,Srinivas Rao Ravuri,3.32,4.67,16.01,0.92,1.64,PGIM India Mutual Fund,4,ELSS Mutual Funds,2.9,16.133333333333336,False,False,False,False,True,True,False,False,False
PGIM India Equity Savings Fund,1000,5000,0.42,143.0,10,Anandha Padmanabhan Anjen,4.61,4.09,4.51,0.6,1.86,PGIM India Mutual Fund,3,Equity Savings Mutual Funds,4.3,8.299999999999999,True,False,False,False,False,False,True,False,False
PGIM India Flexi Cap Fund,1000,100,0.4,5199.0,8,Aniruddha Naha,3.13,5.27,17.81,0.99,1.6,PGIM India Mutual Fund,5,Flexi Cap Funds,-2.3,15.799999999999999,False,False,False,False,True,True,False,False,False
PGIM India GEO Fund,1000,5000,1.44,1336.0,10,Rahul Jagwani,1.01,-,25.79,-,0.55,PGIM India Mutual Fund,0,FoFs Overseas,-7.9,8.366666666666665,False,False,False,False,True,False,False,True,False
PGIM India Gilt Fund,1000,5000,0.39,135.0,10,Puneet Pal,0.74,0.65,2.16,0.47,0.54,PGIM India Mutual Fund,3,Gilt Mutual Funds,4.2,5.5,False,True,False,False,False,False,False,False,False
PGIM India Hybrid Equity Fund,1000,5000,0.68,217.0,10,Vivek Sharma,2.6,2.02,12.12,0.78,1.35,PGIM India Mutual Fund,2,Aggressive Hybrid Mutual Funds,4.0,11.200000000000001,False,False,False,False,True,False,True,False,False
PGIM India Large Cap Fund,1000,5000,0.98,427.0,10,Srinivas Rao Ravuri,2.87,-0.62,15.14,0.89,1.28,PGIM India Mutual Fund,2,Large Cap Mutual Funds,4.7,13.233333333333334,False,False,False,False,True,True,False,False,False
PGIM India Liquid Fund,1000,100,0.17,809.0,10,Puneet Pal,4.88,1.42,0.38,0.76,1.07,PGIM India Mutual Fund,3,Liquid Mutual Funds,5.6,5.133333333333334,True,False,False,False,False,False,False,False,False
PGIM India Low Duration Fund,1000,5000,0.35,97.0,10,Puneet Pal,0.05,0.46,1.43,0.27,0.07,PGIM India Mutual Fund,1,Low Duration Funds,5.5,3.9333333333333336,True,False,False,False,False,False,False,False,False
PGIM India Midcap Opportunities Fund,1000,5000,0.46,7707.0,9,Aniruddha Naha,4.61,6.9,18.52,0.97,1.92,PGIM India Mutual Fund,5,Mid Cap Mutual Funds,2.0,21.3,False,False,False,False,True,True,False,False,False
PGIM India Money Market Fund,1000,5000,0.15,235.0,3,Puneet Pal,5.23,2.48,0.5,1.14,1.92,PGIM India Mutual Fund,4,Money Market Funds,5.7,5.4,True,False,False,False,False,False,False,False,False
PGIM India Overnight Fund,1000,100,0.12,75.0,4,Puneet Pal,0.95,0.67,0.33,0.46,0.16,PGIM India Mutual Fund,4,Overnight Mutual Funds,5.4,4.65,False,False,False,False,False,False,False,False,False
PGIM India Short Duration Fund,1000,5000,0.5,29.0,10,Puneet Pal,2.05,3.73,1.49,1.62,1.04,PGIM India Mutual Fund,3,Short Duration Funds,4.5,5.133333333333334,True,False,False,False,False,False,False,False,False
PGIM India Ultra Short Duration Fund,1000,25000,0.25,405.0,10,Puneet Pal,4.43,2.45,0.53,1.08,1.9,PGIM India Mutual Fund,3,Ultra Short Duration Funds,5.5,6.0,True,False,False,False,False,False,False,False,False
Quant Absolute Fund,1000,5000,0.56,1013.0,10,Sanjeev Sharma,3.75,16.98,14.41,0.73,2.12,Quant Mutual Fund,5,Aggressive Hybrid Mutual Funds,7.3,21.53333333333333,False,False,False,False,True,False,True,False,False
Quant Active Fund,1000,5000,0.58,3531.0,10,Sanjeev Sharma,3.33,13.82,19.65,0.97,1.87,Quant Mutual Fund,0,Multi Cap Funds,1.0,22.133333333333336,False,False,False,False,True,True,False,False,False
Quant Flexi Cap Fund,1000,5000,0.58,1044.0,10,Vasav Sahgal,3.65,15.93,19.16,0.91,1.94,Quant Mutual Fund,5,Flexi Cap Funds,6.8,24.233333333333334,False,False,False,False,True,True,False,False,False
Quant Focused Fund,1000,5000,0.57,219.0,10,Sanjeev Sharma,3.14,8.6,17.34,0.85,1.61,Quant Mutual Fund,5,Focused Funds,5.2,17.333333333333336,False,False,False,False,True,True,False,False,False
Quant Infrastructure Fund,1000,5000,0.64,822.0,10,Vasav Sahgal,3.44,27.24,19.24,0.53,2.3,Quant Mutual Fund,5,Sectoral / Thematic Mutual Funds,5.6,29.399999999999995,False,False,False,False,True,True,False,False,False
Quant Large and Mid Cap Fund,1000,5000,0.56,652.0,10,Sanjeev Sharma,3.12,6.57,17.72,0.88,1.51,Quant Mutual Fund,5,Large & Mid Cap Funds,6.9,18.03333333333333,False,False,False,False,True,True,False,False,False
Quant Liquid Plan – Direct Growth,1000,5000,0.29,1561.0,10,Sanjeev Sharma,8.6,1.58,0.27,0.47,3.52,Quant Mutual Fund,5,Liquid Mutual Funds,5.6,5.466666666666666,True,False,False,False,False,False,False,False,False
Quant Mid Cap Fund,1000,5000,0.63,1550.0,10,Sanjeev Sharma,3.58,11.21,18.73,0.86,1.95,Quant Mutual Fund,5,Mid Cap Mutual Funds,8.8,24.566666666666666,False,False,False,False,True,True,False,False,False
Quant Multi Asset Fund,1000,5000,0.56,634.0,10,Vasav Sahgal,3.23,19.52,18.63,0.75,1.79,Quant Mutual Fund,5,Multi Asset Allocation Mutual Funds,10.6,24.566666666666666,False,False,False,False,True,False,True,False,False
Quant Small Cap Fund,1000,5000,0.64,3301.0,10,Sanjeev Sharma,3.71,19.16,24.75,0.99,2.11,Quant Mutual Fund,5,Small Cap Mutual Funds,5.4,33.333333333333336,False,False,False,False,True,True,False,False,False
Quant Tax Plan- Direct Growth,500,500,0.57,2779.0,10,Vasav Sahgal,3.5,17.63,19.74,0.96,2.03,Quant Mutual Fund,5,ELSS Mutual Funds,0.9,26.0,False,False,False,False,True,True,False,False,False
Quantum Dynamic Bond Fund,500,500,0.61,85.0,8,Pankaj Pathak,1.05,0.93,1.77,0.83,0.66,Quantum Mutual Fund,3,Dynamic Bond,5.4,6.066666666666667,False,True,False,False,False,False,False,False,False
Quantum Equity Fund,500,500,0.51,88.0,14,Chirag Mehta,3.01,-0.78,14.75,0.86,1.32,Quantum Mutual Fund,2,FoFs Domestic,-0.5,10.5,False,False,False,False,True,False,False,True,False
Quantum Gold Savings Fund,500,500,0.06,83.0,12,Chirag Mehta,0.98,-0.98,13.78,0.99,0.44,Quantum Mutual Fund,1,FoFs Domestic,14.3,13.0,False,False,False,True,False,False,False,True,False
Quantum Liquid Fund,500,5000,0.15,628.0,17,Pankaj Pathak,0.92,0.94,0.36,0.65,0.19,Quantum Mutual Fund,2,Liquid Mutual Funds,5.4,4.766666666666667,False,False,False,False,False,False,False,False,False
Quantum Long Term Equity Value Fund,500,500,1.29,837.0,17,George Thomas,3,2.04,15.72,0.9,1.42,Quantum Mutual Fund,2,Value Funds,2.4,12.566666666666668,False,False,False,False,True,True,False,False,False
Quantum Multi Asset Fund,500,500,0.1,49.0,11,Chirag Mehta,3.12,0.61,6.73,0.42,1.24,Quantum Mutual Fund,3,FoFs Domestic,5.5,8.666666666666666,False,False,True,False,False,False,False,True,False
Quantum Tax Saving Fund,500,500,1.29,115.0,14,Christy Mathai,3.04,1.68,15.47,0.88,1.44,Quantum Mutual Fund,3,ELSS Mutual Funds,2.9,12.799999999999999,False,False,False,False,True,True,False,False,False
SBI Arbitrage Opportunities Fund,500,5000,0.36,8800.0,10,Neeraj Kumar,0.93,1.18,0.76,0.45,0.77,SBI Mutual Fund,2,Arbitrage Mutual Funds,5.8,5.233333333333333,False,False,False,False,False,False,True,False,False
SBI Banking & Financial Services Fund,500,5000,0.78,3747.0,8,Milind Agrawal,1.98,0.4,22.28,0.85,0.95,SBI Mutual Fund,5,Sectoral / Thematic Mutual Funds,5.5,13.466666666666667,False,False,False,False,True,True,False,False,False
SBI Banking and PSU Fund,500,5000,0.35,4982.0,10,Rajeev Radhakrishnan,1.17,4.72,2.06,2.4,0.73,SBI Mutual Fund,2,Banking and PSU Mutual Funds,3.8,5.666666666666667,False,True,False,False,False,False,False,False,False
SBI BlueChip Fund,500,5000,0.9,33987.0,10,Sohini Andani,3.98,1.08,16.39,0.96,1.39,SBI Mutual Fund,3,Large Cap Mutual Funds,4.2,14.200000000000001,False,False,False,False,True,True,False,False,False
SBI Conservative Hybrid Fund,500,5000,0.57,7250.0,10,Saurabh Pant,4.24,5.19,4.11,0.56,2.23,SBI Mutual Fund,4,Conservative Hybrid Mutual Funds,6.2,9.6,False,False,False,True,False,False,True,False,False
SBI Consumption Opportunities Fund,500,5000,1.18,1185.0,10,Saurabh Pant,3.65,10.04,15.53,0.76,1.77,SBI Mutual Fund,4,Sectoral / Thematic Mutual Funds,11.1,18.266666666666666,False,False,False,False,True,True,False,False,False
SBI Contra Fund,500,5000,0.91,8340.0,10,Dinesh Balachandran,4.43,15.26,16.56,0.89,2.13,SBI Mutual Fund,5,Contra Funds,15.0,24.666666666666668,False,False,False,False,True,True,False,False,False
SBI Corporate Bond Fund,500,5000,0.34,16551.0,4,Rajeev Radhakrishnan,1.54,1.51,1.88,0.75,0.92,SBI Mutual Fund,3,Corporate Bond Mutual Funds,4.1,5.25,True,False,False,False,False,False,False,False,False
SBI Credit Risk Fund,500,10000,0.92,2782.0,10,Lokesh Mallya,2.05,2.96,1.82,0.17,1.5,SBI Mutual Fund,3,Credit Risk Funds,5.2,6.466666666666666,False,False,False,True,False,False,False,False,False
SBI Dynamic Bond Fund,500,5000,0.87,2407.0,10,Dinesh Ahuja,0.88,1.34,2.49,1.06,0.66,SBI Mutual Fund,4,Dynamic Bond,5.9,6.566666666666667,False,True,False,False,False,False,False,False,False
SBI Equity Hybrid Fund,500,1000,0.79,54492.0,10,R Srinivasan,2.77,0.1,11.8,0.79,1.25,SBI Mutual Fund,3,Aggressive Hybrid Mutual Funds,-1.9,9.1,False,False,False,False,True,False,True,False,False
SBI Equity Minimum Variance – Direct Growth,500,5000,0.42,134.0,4,Raviprakash Sharma,3.09,2.72,14.84,0.81,1.47,SBI Mutual Fund,0,Sectoral / Thematic Mutual Funds,4.9,15.95,False,False,False,False,True,True,False,False,False
SBI Equity Savings Fund,500,1000,0.67,2264.0,8,Neeraj Kumar,3.49,2.91,6.94,1.02,1.47,SBI Mutual Fund,3,Equity Savings Mutual Funds,2.2,8.299999999999999,False,False,True,False,False,False,True,False,False
SBI Flexi Cap Fund,500,1000,0.85,15602.0,10,R Srinivasan,3.25,0.62,15.31,0.88,1.4,SBI Mutual Fund,3,Flexi Cap Funds,-1.0,11.733333333333334,False,False,False,False,True,True,False,False,False
SBI Floating Rate Debt Fund,500,5000,0.26,1604.0,2,Rajeev Radhakrishnan,-,-,-,-,-,SBI Mutual Fund,3,Floater Mutual Funds,5.0,5.0,True,False,False,False,False,False,False,False,False
SBI FMP – Series 1 (3668 Days) – Direct Growth,0,5000,0.0,40.0,4,Ranjana Gupta,1,9.3,3.62,5.09,0.69,SBI Mutual Fund,0,Fixed Maturity Plans,4.8,5.5,False,True,False,False,False,False,False,False,False
SBI Focused Equity Fund,500,5000,0.69,26561.0,10,R Srinivasan,2.61,-0.62,15.84,0.81,1.17,SBI Mutual Fund,3,Focused Funds,-4.9,9.766666666666667,False,False,False,False,True,True,False,False,False
SBI Gold Fund,500,5000,0.1,1265.0,10,Raviprakash Sharma,0.95,-0.94,13.62,0.98,0.44,SBI Mutual Fund,3,FoFs Domestic,14.8,13.366666666666667,False,False,False,False,True,False,False,True,False
SBI Healthcare Opportunities Fund,500,5000,1.09,1574.0,10,Tanmaya Desai,2.12,4.45,19.03,0.87,1.09,SBI Mutual Fund,0,Sectoral / Thematic Mutual Funds,-1.6,12.566666666666665,False,False,False,False,True,True,False,False,False
SBI Infrastructure Fund,500,5000,1.88,927.0,10,Bhavin Vithiani,4,10.52,16.14,0.57,1.79,SBI Mutual Fund,4,Sectoral / Thematic Mutual Funds,12.8,19.766666666666666,False,False,False,False,True,True,False,False,False
SBI Large & Midcap Fund,500,5000,0.99,9441.0,10,Saurabh Pant,3.24,6.49,16.04,0.89,1.67,SBI Mutual Fund,5,Large & Mid Cap Funds,6.5,16.76666666666667,False,False,False,False,True,True,False,False,False
SBI Liquid Fund,500,500,0.18,57052.0,10,R Arun,4.07,1.35,0.38,0.76,0.88,SBI Mutual Fund,3,Liquid Mutual Funds,5.6,5.066666666666666,True,False,False,False,False,False,False,False,False
SBI Long Term Advantage Fund,0,500,1.75,164.0,6,R Srinivasan,3.93,12.2,18.27,0.87,1.79,SBI Mutual Fund,0,ELSS Mutual Funds,0.1,20.966666666666665,False,False,True,False,False,True,False,False,False
SBI Long Term Advantage Fund,0,500,1.76,57.0,7,R Srinivasan,3.71,10.16,15.74,0.83,1.9,SBI Mutual Fund,0,ELSS Mutual Funds,1.1,17.566666666666666,False,False,True,False,False,True,False,False,False
SBI Long Term Advantage Fund,0,500,1.76,30.0,8,R Srinivasan,3.76,9.72,15.74,0.83,1.85,SBI Mutual Fund,0,ELSS Mutual Funds,0.5,16.833333333333332,False,False,True,False,False,True,False,False,False
SBI Long Term Advantage Fund,0,500,1.76,36.0,8,R Srinivasan,3.69,10.17,15.98,0.84,1.87,SBI Mutual Fund,0,ELSS Mutual Funds,1.0,17.133333333333333,False,False,True,False,False,True,False,False,False
SBI Long Term Advantage Fund,0,500,1.76,222.0,5,R Srinivasan,3.73,4.52,15.18,0.84,1.61,SBI Mutual Fund,0,ELSS Mutual Funds,4.5,16.35,False,False,True,False,False,True,False,False,False
SBI Long Term Advantage Fund,0,500,1.76,278.0,5,R Srinivasan,3.18,-0.17,15.54,0.88,1.32,SBI Mutual Fund,0,ELSS Mutual Funds,-2.7,11.200000000000001,False,False,True,False,False,True,False,False,False
SBI Long Term Equity Fund,500,500,1.07,12158.0,10,Dinesh Balachandran,3.21,3.78,15.64,0.9,1.59,SBI Mutual Fund,3,ELSS Mutual Funds,8.7,16.8,False,False,False,False,True,True,False,False,False
SBI Magnum Children’s Benefit Fund,500,5000,0.86,89.0,10,Rajeev Radhakrishnan,3.92,6.29,6.03,0.57,1.72,SBI Mutual Fund,4,Childrens Funds,3.1,8.866666666666667,False,False,True,False,False,False,False,False,True
SBI Magnum Comma Fund,500,5000,2.03,417.0,10,Richard Dsouza,2.37,1.41,21.13,1.06,1.24,SBI Mutual Fund,0,Sectoral / Thematic Mutual Funds,-12.1,10.033333333333333,False,False,False,False,True,True,False,False,False
SBI Magnum Equity ESG Fund,500,1000,1.35,4456.0,10,Rohit Shimpi,2.88,-0.26,15.89,0.92,1.29,SBI Mutual Fund,0,Sectoral / Thematic Mutual Funds,-2.7,11.233333333333334,False,False,False,False,True,True,False,False,False
SBI Magnum Gilt Fund,500,5000,0.46,4301.0,10,Dinesh Ahuja,1.1,1.45,2.66,0.53,0.77,SBI Mutual Fund,5,Gilt Mutual Funds,5.7,6.7,False,True,False,False,False,False,False,False,False
SBI Magnum Global Fund,500,5000,1.25,5257.0,10,R Srinivasan,2.42,3.66,13.28,0.64,1.42,SBI Mutual Fund,0,Sectoral / Thematic Mutual Funds,1.6,12.4,False,False,False,False,True,True,False,False,False
SBI Magnum Income Fund,500,5000,0.8,1510.0,10,Dinesh Ahuja,1.56,1.92,2.35,1.04,0.94,SBI Mutual Fund,4,Medium to Long Duration Funds,4.8,6.5,False,False,True,False,False,False,False,False,False
SBI Magnum Low Duration Fund,500,5000,0.4,7717.0,10,Rajeev Radhakrishnan,3.47,3.11,0.8,1.37,1.58,SBI Mutual Fund,3,Low Duration Funds,5.2,5.733333333333334,False,True,False,False,False,False,False,False,False
SBI Magnum Medium Duration Fund,500,5000,0.69,7087.0,10,Dinesh Ahuja,2.05,2.34,2.19,0.87,1.18,SBI Mutual Fund,4,Medium Duration Funds,4.6,6.566666666666667,False,False,True,False,False,False,False,False,False
SBI Magnum Midcap Fund,500,5000,0.97,8732.0,10,Sohini Andani,3.93,5.5,17.15,0.91,1.89,SBI Mutual Fund,4,Mid Cap Mutual Funds,6.4,18.966666666666665,False,False,False,False,True,True,False,False,False
SBI Magnum Ultra Short Duration Fund,2000,5000,0.31,8907.0,10,R Arun,3.14,2.47,0.58,1.2,1.49,SBI Mutual Fund,2,Ultra Short Duration Funds,5.2,5.466666666666666,True,False,False,False,False,False,False,False,False
SBI Multi Asset Allocation Fund,500,5000,0.88,609.0,10,Dinesh Balachandran,2.98,2.18,8.2,0.48,1.35,SBI Mutual Fund,3,Multi Asset Allocation Mutual Funds,5.9,10.533333333333333,False,False,False,False,True,False,True,False,False
SBI Nifty Index Fund,500,5000,0.18,3324.0,10,Raviprakash Sharma,3.47,-0.69,16.8,1,1.31,SBI Mutual Fund,3,Index Funds,0.9,12.9,False,False,False,False,True,False,False,True,False
SBI Overnight Fund,2000,5000,0.1,19888.0,10,R Arun,-0.25,0.56,0.35,0.43,-0.05,SBI Mutual Fund,2,Overnight Mutual Funds,5.3,4.6,False,False,False,False,False,False,False,False,False
SBI PSU Fund,500,5000,1.42,505.0,10,Richard Dsouza,2.32,-0.18,19.98,0.78,1.1,SBI Mutual Fund,0,Sectoral / Thematic Mutual Funds,16.0,16.566666666666666,False,False,False,False,True,True,False,False,False
SBI Savings Fund,500,500,0.23,19441.0,10,R Arun,4.1,2.73,0.59,1.19,1.93,SBI Mutual Fund,3,Money Market Funds,5.5,5.666666666666667,False,True,False,False,False,False,False,False,False
SBI Short Term Debt Fund,500,5000,0.35,13289.0,10,Rajeev Radhakrishnan,1.57,5,1.7,2.44,1.02,SBI Mutual Fund,3,Short Duration Funds,4.6,5.933333333333334,True,False,False,False,False,False,False,False,False
SBI Small Cap Fund,500,5000,0.7,15395.0,10,R Srinivasan,4.07,6.48,16.81,0.75,1.88,SBI Mutual Fund,4,Small Cap Mutual Funds,8.2,20.599999999999998,False,False,False,False,True,True,False,False,False
SBI Tax Advantage Fund,0,500,1.76,28.0,9,R Srinivasan,4.1,9.96,16.07,0.84,1.85,SBI Mutual Fund,0,ELSS Mutual Funds,1.9,21.599999999999998,False,False,True,False,False,True,False,False,False
SBI Technology Opportunities Fund,500,5000,0.87,2861.0,10,Saurabh Pant,2.36,8.38,19.71,0.77,1.51,SBI Mutual Fund,0,Sectoral / Thematic Mutual Funds,-8.7,16.46666666666667,False,False,False,False,True,True,False,False,False
Shriram Balanced Advantage Fund,1000,5000,0.6,48.0,4,Deepak Ramaraju,2.42,-0.22,7.82,0.53,1.22,Shriram Mutual Fund,3,Dynamic Asset Allocation or Balanced Advantage,2.9,8.4,False,False,False,False,True,False,True,False,False
Shriram Flexi Cap Fund,1000,5000,0.65,60.0,4,Deepak Ramaraju,2.74,-2.52,14.68,0.85,1.19,Shriram Mutual Fund,2,Flexi Cap Funds,1.4,11.45,False,False,False,False,True,True,False,False,False
Shriram Hybrid Equity Fund,1000,5000,0.65,56.0,9,Deepak Ramaraju,2.79,-1.5,11.64,0.81,1.16,Shriram Mutual Fund,3,Aggressive Hybrid Mutual Funds,0.7,9.1,False,False,False,False,True,False,True,False,False
Shriram Long Term Equity Fund,500,500,0.6,36.0,4,Deepak Ramaraju,2.37,-3.01,14.39,0.83,1.14,Shriram Mutual Fund,3,ELSS Mutual Funds,0.8,10.450000000000001,False,False,False,False,True,True,False,False,False
Sundaram Aggressive Hybrid Fund,100,100,0.67,2981.0,10,S Bharath,4.11,2.31,11.63,0.8,1.46,Sundaram Mutual Fund,4,Aggressive Hybrid Mutual Funds,1.2,10.866666666666665,False,False,False,True,False,False,True,False,False
Sundaram Arbitrage Fund,500,100,0.28,108.0,7,Rohit Seksaria,0.48,0.75,0.7,0.39,0.33,Sundaram Mutual Fund,1,Arbitrage Mutual Funds,5.3,3.7999999999999994,True,False,False,False,False,False,True,False,False
Sundaram Balanced Advantage Fund,500,100,0.62,1532.0,10,S Bharath,3.24,2.13,7.66,0.51,1.51,Sundaram Mutual Fund,5,Dynamic Asset Allocation or Balanced Advantage,3.9,7.666666666666667,False,False,True,False,False,False,True,False,False
Sundaram Banking & PSU Debt Fund,250,5000,0.19,450.0,10,Dwijendra Srivastava,0.73,3.49,1.35,2.13,0.48,Sundaram Mutual Fund,2,Banking and PSU Mutual Funds,3.5,4.866666666666666,True,False,False,False,False,False,False,False,False
Sundaram Consumption Fund,100,100,1.46,1106.0,10,Ratish Varier,3.32,0.56,14.69,0.8,1.28,Sundaram Mutual Fund,2,Sectoral / Thematic Mutual Funds,7.3,12.866666666666667,False,False,False,False,True,True,False,False,False
Sundaram Corporate Bond Fund,250,5000,0.28,996.0,10,Dwijendra Srivastava,2.14,1.84,1.74,0.58,1.15,Sundaram Mutual Fund,4,Corporate Bond Mutual Funds,4.5,6.2,True,False,False,False,False,False,False,False,False
Sundaram Debt Oriented Hybrid Fund,100,5000,1.2,30.0,10,Dwijendra Srivastava,3.43,2.48,5.16,0.62,1.33,Sundaram Mutual Fund,2,Conservative Hybrid Mutual Funds,4.1,7.3,False,True,False,False,False,False,True,False,False
Sundaram Diversified Equity – Direct Growth,100,500,1.66,1623.0,10,Sudhir Kedia,3.5,0.65,15.5,0.9,1.41,Sundaram Mutual Fund,2,ELSS Mutual Funds,2.2,12.4,False,False,False,False,True,True,False,False,False
Sundaram Dividend Yield Fund,500,5000,1.02,382.0,10,Ratish Varier,4.03,2.79,13.93,0.8,1.55,Sundaram Mutual Fund,0,Dividend Yield Funds,3.2,13.766666666666666,False,False,False,False,True,True,False,False,False
Sundaram Emerging Small Cap Series III – Dir Growth,0,5000,0.75,297.0,5,Rohit Seksaria,4.45,8.84,19.13,0.86,1.97,Sundaram Mutual Fund,0,Small Cap Mutual Funds,9.4,26.55,True,False,False,False,False,True,False,False,False
Sundaram Emerging Small Cap Series IV – Dir Growth,0,5000,0.75,208.0,5,Rohit Seksaria,4.29,7.54,18.88,0.85,1.9,Sundaram Mutual Fund,0,Small Cap Mutual Funds,6.7,24.05,False,False,True,False,False,True,False,False,False
Sundaram Emerging Small Cap Series V – Dir Growth,0,5000,0.79,79.0,5,Rohit Seksaria,4.56,8.3,19.15,0.86,1.93,Sundaram Mutual Fund,0,Small Cap Mutual Funds,7.6,24.95,False,False,False,False,True,True,False,False,False
Sundaram Emerging Small Cap Series VI – Dir Growth,0,5000,0.77,41.0,5,Rohit Seksaria,4.27,8.43,18.61,0.84,1.95,Sundaram Mutual Fund,0,Small Cap Mutual Funds,7.8,24.849999999999998,False,False,False,False,True,True,False,False,False
Sundaram Emerging Small Cap Series VII – Dir Growth,0,5000,0.97,141.0,4,Rohit Seksaria,3.95,6.51,17.13,0.76,1.86,Sundaram Mutual Fund,0,Small Cap Mutual Funds,8.0,22.45,False,False,False,False,True,True,False,False,False
Sundaram Equity Savings Fund,500,100,0.54,415.0,10,Sudhir Kedia,3.24,2.5,6.14,0.94,1.5,Sundaram Mutual Fund,4,Equity Savings Mutual Funds,3.9,10.200000000000001,False,True,False,False,False,False,True,False,False
Sundaram Fin Serv Opportunities – Direct Growth,100,100,0.51,601.0,10,Rohit Seksaria,2.35,2.92,22.98,0.89,1.06,Sundaram Mutual Fund,4,Sectoral / Thematic Mutual Funds,11.4,16.633333333333333,False,False,False,False,True,True,False,False,False
Sundaram Focused Fund,100,300,1.2,771.0,10,Ravi Gopalakrishnan,2.47,-1.91,16.55,0.94,1.22,Sundaram Mutual Fund,4,Focused Funds,-1.8,11.933333333333332,False,False,False,False,True,True,False,False,False
Sundaram Global Brand Fund,100,100,1.42,117.0,10,Rohit Seksaria,1.59,-,16.95,-,0.88,Sundaram Mutual Fund,0,FoFs Overseas,2.4,10.2,False,False,False,False,True,False,False,True,False
Sundaram Infrastructure Advantage Fund,100,100,1.87,594.0,10,Ashish Aggarwal,2.9,6.79,18.26,0.68,1.55,Sundaram Mutual Fund,2,Sectoral / Thematic Mutual Funds,7.3,16.3,False,False,False,False,True,True,False,False,False
Sundaram Large and Mid Cap Fund,100,100,0.72,4885.0,10,Ravi Gopalakrishnan,3.07,1.94,16.28,0.93,1.43,Sundaram Mutual Fund,3,Large & Mid Cap Funds,-1.3,11.933333333333332,False,False,False,False,True,True,False,False,False
Sundaram Large Cap Fund,100,100,0.6,2855.0,2,Sudhir Kedia,3.64,-0.51,15.44,0.91,1.3,Sundaram Mutual Fund,5,Large Cap Mutual Funds,0.9,0.9,False,False,False,False,True,True,False,False,False
Sundaram Liquid Fund,2000,1000,0.17,4169.0,10,Dwijendra Srivastava,4.89,1.36,0.38,0.74,0.98,Sundaram Mutual Fund,4,Liquid Mutual Funds,5.7,4.3999999999999995,True,False,False,False,False,False,False,False,False
Sundaram Low Duration Fund,2000,1000,0.33,433.0,10,Dwijendra Srivastava,3.93,1.44,4.28,-1.59,0.83,Sundaram Mutual Fund,2,Low Duration Funds,5.6,4.1000000000000005,True,False,False,False,False,False,False,False,False
Sundaram LT MC Tax Advantage Fund,0,500,1.22,27.0,6,Rohit Seksaria,3.85,13.85,20.25,0.98,1.82,Sundaram Mutual Fund,0,ELSS Mutual Funds,1.4,17.9,False,False,False,False,True,True,False,False,False
Sundaram LT MC Tax Advantage Fund,0,500,1.23,31.0,5,Rohit Seksaria,4.1,15.38,20.47,0.98,1.88,Sundaram Mutual Fund,0,ELSS Mutual Funds,3.8,19.466666666666665,False,False,False,False,True,True,False,False,False
Sundaram LT MC Tax Advantage Fund,0,500,1.26,62.0,6,Rohit Seksaria,3.89,13.76,19.92,0.95,1.81,Sundaram Mutual Fund,0,ELSS Mutual Funds,3.5,18.133333333333333,False,False,False,False,True,True,False,False,False
Sundaram LT Tax Advantage Fund,0,500,1.3,18.0,5,Rohit Seksaria,4.32,13.41,18.95,0.93,1.86,Sundaram Mutual Fund,0,ELSS Mutual Funds,5.4,26.15,False,False,False,False,True,True,False,False,False
